"","item","item_link","is_beer","n","beer","price"
"1","The One And Only Proper As FFF Mix Pack","https://treehousebrew.com/shop/p/the-one-and-only-proper-as-fff-mix-pack",TRUE,4,"Green",105.2
"2","The One And Only Proper As FFF Mix Pack","https://treehousebrew.com/shop/p/the-one-and-only-proper-as-fff-mix-pack",TRUE,4,"Haze",105.2
"3","The One And Only Proper As FFF Mix Pack","https://treehousebrew.com/shop/p/the-one-and-only-proper-as-fff-mix-pack",TRUE,4,"Hurricane",105.2
"4","The One And Only Proper As FFF Mix Pack","https://treehousebrew.com/shop/p/the-one-and-only-proper-as-fff-mix-pack",TRUE,4,"Julius",105.2
"5","The One And Only Proper As FFF Mix Pack","https://treehousebrew.com/shop/p/the-one-and-only-proper-as-fff-mix-pack",TRUE,4,"King Julius",105.2
"6","The One And Only Proper As FFF Mix Pack","https://treehousebrew.com/shop/p/the-one-and-only-proper-as-fff-mix-pack",TRUE,4,"Very Green",105.2
"7","King Julius Double IPA [4-pack]","https://treehousebrew.com/shop/p/king-julius-double-ipa-4-pack",TRUE,1,"King Julius Double IPA [4-pack]",20.2
"8","Saturday Euphoria Mix Pack","https://treehousebrew.com/shop/p/saturday-euphoria-mix-pack",TRUE,4,"Haze",114.2
"9","Saturday Euphoria Mix Pack","https://treehousebrew.com/shop/p/saturday-euphoria-mix-pack",TRUE,4,"King Julius",114.2
"10","Saturday Euphoria Mix Pack","https://treehousebrew.com/shop/p/saturday-euphoria-mix-pack",TRUE,4,"JJJuliusss",114.2
"11","Saturday Euphoria Mix Pack","https://treehousebrew.com/shop/p/saturday-euphoria-mix-pack",TRUE,4,"Seven",114.2
"12","Saturday Euphoria Mix Pack","https://treehousebrew.com/shop/p/saturday-euphoria-mix-pack",TRUE,4,"Very Green",114.2
"13","Saturday Euphoria Mix Pack","https://treehousebrew.com/shop/p/saturday-euphoria-mix-pack",TRUE,4,"Hurricane",114.2
"14","Very Green Double IPA [4-pack]","https://treehousebrew.com/shop/p/very-green-double-ipa-4-pack",TRUE,1,"Very Green Double IPA [4-pack]",20.2
"15","JJJULIUSSS Extra Kettle + Dry Hopped IPA [4-pack]","https://treehousebrew.com/shop/p/jjjuliusss-extra-kettle-dry-hopped-ipa-4-pack",TRUE,1,"JJJULIUSSS Extra Kettle + Dry Hopped IPA [4-pack]",18.2
"16","Give Me All Of Your Double IPAS - April Showers Edition","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-showers-edition",TRUE,3,"Haze",110.45
"17","Give Me All Of Your Double IPAS - April Showers Edition","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-showers-edition",TRUE,3,"Very Green",110.45
"18","Give Me All Of Your Double IPAS - April Showers Edition","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-showers-edition",TRUE,2,"Beginner's Mind",110.45
"19","Give Me All Of Your Double IPAS - April Showers Edition","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-showers-edition",TRUE,2,"Haze 12 oz",110.45
"20","Give Me All Of Your Double IPAS - April Showers Edition","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-showers-edition",TRUE,2,"Hurricane",110.45
"21","Give Me All Of Your Double IPAS - April Showers Edition","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-showers-edition",TRUE,2,"King Julius",110.45
"22","Give Me All Of Your Double IPAS - April Showers Edition","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-showers-edition",TRUE,2,"SEven",110.45
"23","Give Me All Of Your Double IPAS - April Showers Edition","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-showers-edition",TRUE,2,"Spring",110.45
"24","Give Me All Of Your Double IPAS - April Showers Edition","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-showers-edition",TRUE,2,"Thank You",110.45
"25","Give Me All Of Your Double IPAS - April Showers Edition","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-showers-edition",TRUE,2,"Saturated",110.45
"26","Give Me All Of Your Double IPAS - April Showers Edition","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-showers-edition",TRUE,2,"Weeknight 12oz",110.45
"27","Gold Blend Cold Brew Coffee - [4-pack 12 oz cans]","https://treehousebrew.com/shop/p/gold-blend-cold-brew-coffee-4-pack-12-oz-cans",FALSE,NA,NA,NA
"28","Signs of Spring Mix Pack - Very Green Edition","https://treehousebrew.com/shop/p/signs-of-spring-mix-pack-very-green-edition",TRUE,5,"JJJuliusss",114.45
"29","Signs of Spring Mix Pack - Very Green Edition","https://treehousebrew.com/shop/p/signs-of-spring-mix-pack-very-green-edition",TRUE,5,"Very Green",114.45
"30","Signs of Spring Mix Pack - Very Green Edition","https://treehousebrew.com/shop/p/signs-of-spring-mix-pack-very-green-edition",TRUE,5,"Spring",114.45
"31","Signs of Spring Mix Pack - Very Green Edition","https://treehousebrew.com/shop/p/signs-of-spring-mix-pack-very-green-edition",TRUE,5,"Seven",114.45
"32","Signs of Spring Mix Pack - Very Green Edition","https://treehousebrew.com/shop/p/signs-of-spring-mix-pack-very-green-edition",TRUE,4,"Haze",114.45
"33","Quintessential Tree House Mix Pack","https://treehousebrew.com/shop/p/quintessential-tree-house-mix-pack",TRUE,1,"Quintessential Tree House Mix Pack",112.95
"34","Hurricane Double IPA [4-pack]","https://treehousebrew.com/shop/p/hurricane-double-ipa-4-pack",TRUE,1,"Hurricane Double IPA [4-pack]",18.2
"35","Double Shot Gold Blend Whole Bean Coffee","https://treehousebrew.com/shop/p/double-shot-gold-blend-whole-bean-coffee",FALSE,NA,NA,NA
"36","Dream Team Mix Pack","https://treehousebrew.com/shop/p/dream-team-mix-pack",TRUE,8,"Julius",95.2
"37","Dream Team Mix Pack","https://treehousebrew.com/shop/p/dream-team-mix-pack",TRUE,8,"Green",95.2
"38","Dream Team Mix Pack","https://treehousebrew.com/shop/p/dream-team-mix-pack",TRUE,8,"Haze",95.2
"39","Double Shot Gold Imperial Coffee Stout with a Blend of Blends [4-pack]","https://treehousebrew.com/shop/p/double-shot-gold-imperial-coffee-stout-with-a-blend-of-blends-4-pack",TRUE,1,"Double Shot Gold Imperial Coffee Stout with a Blend of Blends [4-pack]",32.2
"40","Haze Flagship Double IPA","https://treehousebrew.com/shop/p/haze-flagship-double-ipa",TRUE,1,"Haze Flagship Double IPA",103.2
"41","Alter Ego Core American IPA [4-pack]","https://treehousebrew.com/shop/p/alter-ego-core-american-ipa-4-pack",TRUE,1,"Alter Ego Core American IPA [4-pack]",15.2
