"","item","item_link","is_beer","n","beer","price"
"1","Daze American IPA [4-pack]","https://treehousebrew.com/shop/p/daze-american-ipa-4-pack",TRUE,1,"Daze American IPA [4-pack]",15.2
"2","Monday Slammer Mix Pack","https://treehousebrew.com/shop/p/sunday-slammer-mix-pack",TRUE,4,"Fruit Project with Mango & Stonefruit",119.2
"3","Monday Slammer Mix Pack","https://treehousebrew.com/shop/p/sunday-slammer-mix-pack",TRUE,4,"Julius",119.2
"4","Monday Slammer Mix Pack","https://treehousebrew.com/shop/p/sunday-slammer-mix-pack",TRUE,4,"Juice Project Citra + BRU 1",119.2
"5","Monday Slammer Mix Pack","https://treehousebrew.com/shop/p/sunday-slammer-mix-pack",TRUE,4,"Perfect Storm",119.2
"6","Monday Slammer Mix Pack","https://treehousebrew.com/shop/p/sunday-slammer-mix-pack",TRUE,4,"Very Hazy",119.2
"7","Monday Slammer Mix Pack","https://treehousebrew.com/shop/p/sunday-slammer-mix-pack",TRUE,4,"Very Green",119.2
"8","Julius Flagship Tree House IPA","https://treehousebrew.com/shop/p/julius-flagship-tree-house-ipa",TRUE,1,"Julius Flagship Tree House IPA",91.2
"9","Give Me All Of Your Hops Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-mix-pack",TRUE,1,"AAAlterrr Ego",117.45
"10","Give Me All Of Your Hops Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-mix-pack",TRUE,1,"Curiosity One Hundred Ten",117.45
"11","Give Me All Of Your Hops Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-mix-pack",TRUE,1,"Curiosity One Hundred Eleven",117.45
"12","Give Me All Of Your Hops Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-mix-pack",TRUE,1,"Curiosity One Hundred Twelve",117.45
"13","Give Me All Of Your Hops Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-mix-pack",TRUE,1,"Doppelganger",117.45
"14","Give Me All Of Your Hops Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-mix-pack",TRUE,1,"Haze",117.45
"15","Give Me All Of Your Hops Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-mix-pack",TRUE,1,"Julius",117.45
"16","Give Me All Of Your Hops Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-mix-pack",TRUE,1,"Perfect Storm",117.45
"17","Give Me All Of Your Hops Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-mix-pack",TRUE,1,"Spring",117.45
"18","Give Me All Of Your Hops Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-mix-pack",TRUE,1,"Super Vivid",117.45
"19","Give Me All Of Your Hops Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-mix-pack",TRUE,1,"Very Green",117.45
"20","Give Me All Of Your Hops Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-mix-pack",TRUE,1,"Very Hazy",117.45
"21","Give Me All Of Your Hops Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-mix-pack",TRUE,2,"Fruit Project with Mango & Stonefruit",117.45
"22","Give Me All Of Your Hops Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-mix-pack",TRUE,2,"Juice Project Citra + BRU 1",117.45
"23","Give Me All Of Your Hops Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-mix-pack",TRUE,2,"Let The Light In",117.45
"24","Give Me All Of Your Hops Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-mix-pack",TRUE,2,"On The Fly",117.45
"25","Give Me All Of Your Hops Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-mix-pack",TRUE,2,"Thank You",117.45
"26","Give Me All Of Your Hops Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-mix-pack",TRUE,2,"Weeknight 12oz",117.45
"27","Very Hazy Double IPA [4-pack]","https://treehousebrew.com/shop/p/very-hazy-double-ipa-4-pack",TRUE,1,"Very Hazy Double IPA [4-pack]",20.2
"28","Dream Team Mix Pack # 3","https://treehousebrew.com/shop/p/dream-team-mix-pack-3",TRUE,5,"Julius",109.95
"29","Dream Team Mix Pack # 3","https://treehousebrew.com/shop/p/dream-team-mix-pack-3",TRUE,5,"Haze",109.95
"30","Dream Team Mix Pack # 3","https://treehousebrew.com/shop/p/dream-team-mix-pack-3",TRUE,4,"Very Green",109.95
"31","Dream Team Mix Pack # 3","https://treehousebrew.com/shop/p/dream-team-mix-pack-3",TRUE,5,"Perfect Storm",109.95
"32","Dream Team Mix Pack # 3","https://treehousebrew.com/shop/p/dream-team-mix-pack-3",TRUE,5,"Doppelganger",109.95
"33","Thank You Double IPA [4-pack]","https://treehousebrew.com/shop/p/thank-you-double-ipa-4-pack",TRUE,1,"Thank You Double IPA [4-pack]",21.2
"34","Legends of Tree House Mix Pack","https://treehousebrew.com/shop/p/legends-of-tree-house-mix-pack",TRUE,2,"Curiosity One Hundred Ten",117.2
"35","Legends of Tree House Mix Pack","https://treehousebrew.com/shop/p/legends-of-tree-house-mix-pack",TRUE,2,"Curiosity One Hundred Eleven",117.2
"36","Legends of Tree House Mix Pack","https://treehousebrew.com/shop/p/legends-of-tree-house-mix-pack",TRUE,2,"Curiosity One Hundred Twelve",117.2
"37","Legends of Tree House Mix Pack","https://treehousebrew.com/shop/p/legends-of-tree-house-mix-pack",TRUE,2,"Doppelganger",117.2
"38","Legends of Tree House Mix Pack","https://treehousebrew.com/shop/p/legends-of-tree-house-mix-pack",TRUE,2,"Very Green",117.2
"39","Legends of Tree House Mix Pack","https://treehousebrew.com/shop/p/legends-of-tree-house-mix-pack",TRUE,2,"Very Hazy",117.2
"40","Legends of Tree House Mix Pack","https://treehousebrew.com/shop/p/legends-of-tree-house-mix-pack",TRUE,3,"Fruit Project with Mango & Stonefruit",117.2
"41","Legends of Tree House Mix Pack","https://treehousebrew.com/shop/p/legends-of-tree-house-mix-pack",TRUE,3,"Haze",117.2
"42","Legends of Tree House Mix Pack","https://treehousebrew.com/shop/p/legends-of-tree-house-mix-pack",TRUE,3,"Julius",117.2
"43","Legends of Tree House Mix Pack","https://treehousebrew.com/shop/p/legends-of-tree-house-mix-pack",TRUE,3,"Perfect Storm",117.2
"44","Curiosity One Hundred Eleven Experimental Double IPA [4-pack]","https://treehousebrew.com/shop/p/curiosity-one-hundred-eleven-experimental-double-ipa-4-pack",TRUE,1,"Curiosity One Hundred Eleven Experimental Double IPA [4-pack]",21.2
