"","item","item_link","is_beer","n","beer","price"
"1","JJJULIUSSS Extra Kettle + Dry Hopped IPA [4-pack]","https://treehousebrew.com/shop/p/jjjuliusss-extra-kettle-dry-hopped-ipa-4-pack",TRUE,1,"JJJULIUSSS Extra Kettle + Dry Hopped IPA [4-pack]",18.2
"2","Dream Team Mix Pack","https://treehousebrew.com/shop/p/dream-team-mix-pack",TRUE,8,"Julius",95.2
"3","Dream Team Mix Pack","https://treehousebrew.com/shop/p/dream-team-mix-pack",TRUE,8,"Green",95.2
"4","Dream Team Mix Pack","https://treehousebrew.com/shop/p/dream-team-mix-pack",TRUE,8,"Haze",95.2
"5","Curiosity One Hundred Ten Experimental Double IPA [4-pack]","https://treehousebrew.com/shop/p/curiosity-one-hundred-ten-experimental-double-ipa-4-pack",TRUE,1,"Curiosity One Hundred Ten Experimental Double IPA [4-pack]",21.2
"6","Haze Flagship Double IPA","https://treehousebrew.com/shop/p/haze-flagship-double-ipa",TRUE,1,"Haze Flagship Double IPA",103.2
"7","Give Me All Of Your Hops - Extra Juicy Edition Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-extra-juicy-edition-mix-pack",TRUE,1,"AAAlterrr Ego",120.2
"8","Give Me All Of Your Hops - Extra Juicy Edition Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-extra-juicy-edition-mix-pack",TRUE,1,"Curiosity One Hundred Nine",120.2
"9","Give Me All Of Your Hops - Extra Juicy Edition Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-extra-juicy-edition-mix-pack",TRUE,1,"Curiosity One Hundred Ten",120.2
"10","Give Me All Of Your Hops - Extra Juicy Edition Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-extra-juicy-edition-mix-pack",TRUE,1,"Fascination",120.2
"11","Give Me All Of Your Hops - Extra Juicy Edition Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-extra-juicy-edition-mix-pack",TRUE,1,"Green",120.2
"12","Give Me All Of Your Hops - Extra Juicy Edition Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-extra-juicy-edition-mix-pack",TRUE,1,"Haze",120.2
"13","Give Me All Of Your Hops - Extra Juicy Edition Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-extra-juicy-edition-mix-pack",TRUE,1,"JJJuliusss",120.2
"14","Give Me All Of Your Hops - Extra Juicy Edition Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-hops-extra-juicy-edition-mix-pack",TRUE,1,"Juice Project Citra + Barbe Rouge",120.2
