"","item","item_link","is_beer","n","beer","price"
"1","Give Me All Of Your Double IPAS - April Sunshine Edition Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-sunshine-edition-mix-pack",TRUE,2,"Beginner's Mind",117.7
"2","Give Me All Of Your Double IPAS - April Sunshine Edition Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-sunshine-edition-mix-pack",TRUE,2,"Brighter Than Starlight",117.7
"3","Give Me All Of Your Double IPAS - April Sunshine Edition Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-sunshine-edition-mix-pack",TRUE,2,"Brilliant",117.7
"4","Give Me All Of Your Double IPAS - April Sunshine Edition Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-sunshine-edition-mix-pack",TRUE,2,"Doubleganger",117.7
"5","Give Me All Of Your Double IPAS - April Sunshine Edition Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-sunshine-edition-mix-pack",TRUE,2,"Haze",117.7
"6","Give Me All Of Your Double IPAS - April Sunshine Edition Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-sunshine-edition-mix-pack",TRUE,2,"King Julius",117.7
"7","Give Me All Of Your Double IPAS - April Sunshine Edition Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-sunshine-edition-mix-pack",TRUE,2,"Mega Treat",117.7
"8","Give Me All Of Your Double IPAS - April Sunshine Edition Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-sunshine-edition-mix-pack",TRUE,2,"Thank You",117.7
"9","Give Me All Of Your Double IPAS - April Sunshine Edition Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-sunshine-edition-mix-pack",TRUE,2,"Very Hhhazyyy",117.7
"10","Give Me All Of Your Double IPAS - April Sunshine Edition Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-sunshine-edition-mix-pack",TRUE,3,"Seven",117.7
"11","Give Me All Of Your Double IPAS - April Sunshine Edition Mix Pack","https://treehousebrew.com/shop/p/give-me-all-of-your-double-ipas-april-sunshine-edition-mix-pack",TRUE,3,"Weeknight 12oz",117.7
"12","King Julius Double IPA [4-pack]","https://treehousebrew.com/shop/p/king-julius-double-ipa-4-pack",TRUE,1,"King Julius Double IPA [4-pack]",20.2
"13","Dream Team Mix Pack # 2","https://treehousebrew.com/shop/p/dream-team-mix-pack-2",TRUE,5,"Alter Ego",98.7
"14","Dream Team Mix Pack # 2","https://treehousebrew.com/shop/p/dream-team-mix-pack-2",TRUE,5,"Green",98.7
"15","Dream Team Mix Pack # 2","https://treehousebrew.com/shop/p/dream-team-mix-pack-2",TRUE,5,"Julius",98.7
"16","Dream Team Mix Pack # 2","https://treehousebrew.com/shop/p/dream-team-mix-pack-2",TRUE,5,"Haze",98.7
"17","Dream Team Mix Pack # 2","https://treehousebrew.com/shop/p/dream-team-mix-pack-2",TRUE,2,"Doubleganger",98.7
"18","Dream Team Mix Pack # 2","https://treehousebrew.com/shop/p/dream-team-mix-pack-2",TRUE,2,"King Julius",98.7
"19","Haze Flagship Double IPA","https://treehousebrew.com/shop/p/haze-flagship-double-ipa",TRUE,1,"Haze Flagship Double IPA",103.2
"20","Saturday Ripper Mix Pack","https://treehousebrew.com/shop/p/saturday-ripper-mix-pack",TRUE,4,"Julius",101.2
"21","Saturday Ripper Mix Pack","https://treehousebrew.com/shop/p/saturday-ripper-mix-pack",TRUE,4,"King Julius",101.2
"22","Saturday Ripper Mix Pack","https://treehousebrew.com/shop/p/saturday-ripper-mix-pack",TRUE,4,"Doubleganger",101.2
"23","Saturday Ripper Mix Pack","https://treehousebrew.com/shop/p/saturday-ripper-mix-pack",TRUE,4,"Weeknight 12oz",101.2
"24","Saturday Ripper Mix Pack","https://treehousebrew.com/shop/p/saturday-ripper-mix-pack",TRUE,4,"Haze",101.2
"25","Saturday Ripper Mix Pack","https://treehousebrew.com/shop/p/saturday-ripper-mix-pack",TRUE,4,"Green",101.2
"26","Julius Flagship Tree House IPA","https://treehousebrew.com/shop/p/julius-flagship-tree-house-ipa",TRUE,1,"Julius Flagship Tree House IPA",91.2
"27","Mega Treat Extra Kettle + Dry Hopped Double IPA [4-pack]","https://treehousebrew.com/shop/p/mega-treat-extra-kettle-dry-hopped-double-ipa-4-pack",TRUE,1,"Mega Treat Extra Kettle + Dry Hopped Double IPA [4-pack]",21.2
"28","Drink Your Oranges Mix Pack - Sunday Whoa Edition Mix Pack","https://treehousebrew.com/shop/p/drink-your-oranges-mix-pack-sunday-whoa-edition-mix-pack",TRUE,6,"Julius",115.2
"29","Drink Your Oranges Mix Pack - Sunday Whoa Edition Mix Pack","https://treehousebrew.com/shop/p/drink-your-oranges-mix-pack-sunday-whoa-edition-mix-pack",TRUE,6,"King Julius",115.2
"30","Drink Your Oranges Mix Pack - Sunday Whoa Edition Mix Pack","https://treehousebrew.com/shop/p/drink-your-oranges-mix-pack-sunday-whoa-edition-mix-pack",TRUE,6,"Brilliant",115.2
"31","Drink Your Oranges Mix Pack - Sunday Whoa Edition Mix Pack","https://treehousebrew.com/shop/p/drink-your-oranges-mix-pack-sunday-whoa-edition-mix-pack",TRUE,6,"Mega Treat",115.2
"32","Green Flagship American IPA","https://treehousebrew.com/shop/p/green-flagship-american-ipa",TRUE,1,"Green Flagship American IPA",91.2
"33","Dream Team Mix Pack","https://treehousebrew.com/shop/p/dream-team-mix-pack",TRUE,8,"Julius",95.2
"34","Dream Team Mix Pack","https://treehousebrew.com/shop/p/dream-team-mix-pack",TRUE,8,"Green",95.2
"35","Dream Team Mix Pack","https://treehousebrew.com/shop/p/dream-team-mix-pack",TRUE,8,"Haze",95.2
"36","Monochrome Cold Brew - 12 oz. Cans [4-pack]","https://treehousebrew.com/shop/p/monochrome-cold-brew-12-oz-cans-4-pack",FALSE,NA,NA,NA
"37","Alter Ego Core American IPA [4-pack]","https://treehousebrew.com/shop/p/alter-ego-core-american-ipa-4-pack",TRUE,1,"Alter Ego Core American IPA [4-pack]",15.2
"38","Beginner's Mind Double IPA [4-pack]","https://treehousebrew.com/shop/p/beginners-mind-double-ipa-4-pack",TRUE,1,"Beginner's Mind Double IPA [4-pack]",20.2
"39","Weeknight Double IPA - 12 oz exclusive! - [6-pack]","https://treehousebrew.com/shop/p/weeknight-double-ipa-12-oz-exclusive-4-pack",TRUE,1,"Weeknight Double IPA - 12 oz exclusive! - [6-pack]",19.8
"40","Seven Anniversary Double IPA [4-pack]","https://treehousebrew.com/shop/p/seven-anniversary-double-ipa-4-pack",TRUE,1,"Seven Anniversary Double IPA [4-pack]",21.2
"41","Stout Lover's Delight [Can Edition!]","https://treehousebrew.com/shop/p/stout-lovers-delight-can-edition",TRUE,2,"Double Shot Espresso",83.1
"42","Stout Lover's Delight [Can Edition!]","https://treehousebrew.com/shop/p/stout-lovers-delight-can-edition",TRUE,2,"Hold On To Sunshine Milk Stout with Coffee + Chocolate + Peanut Butter",83.1
"43","Stout Lover's Delight [Can Edition!]","https://treehousebrew.com/shop/p/stout-lovers-delight-can-edition",TRUE,2,"Impermanence Imperial Milk Stout with Chocolate + Maple + Coffee",83.1
"44","Stout Lover's Delight [Can Edition!]","https://treehousebrew.com/shop/p/stout-lovers-delight-can-edition",TRUE,2,"Nervous Energy Milk Stout with Vanilla + Coffee + Maple",83.1
"45","Stout Lover's Delight [Can Edition!]","https://treehousebrew.com/shop/p/stout-lovers-delight-can-edition",TRUE,2,"Simple Life - Imperial Milk Stout with Chocolate + Marshmallow + Graham Cracker",83.1
"46","Stout Lover's Delight [Can Edition!]","https://treehousebrew.com/shop/p/stout-lovers-delight-can-edition",TRUE,2,"Somewhere, Something Milk Stout with Chocolate + Vanilla",83.1
"47","Doubleganger Double IPA [4-pack]","https://treehousebrew.com/shop/p/doubleganger-double-ipa-4-pack",TRUE,1,"Doubleganger Double IPA [4-pack]",20.2
"48","Thank You Double IPA [4-pack]","https://treehousebrew.com/shop/p/thank-you-double-ipa-4-pack",TRUE,1,"Thank You Double IPA [4-pack]",21.2
"49","Drink Your Greens Mix Pack","https://treehousebrew.com/shop/p/drink-your-greens-mix-pack",TRUE,8,"Green",105.2
"50","Drink Your Greens Mix Pack","https://treehousebrew.com/shop/p/drink-your-greens-mix-pack",TRUE,4,"Doubleganger",105.2
"51","Drink Your Greens Mix Pack","https://treehousebrew.com/shop/p/drink-your-greens-mix-pack",TRUE,4,"Daze",105.2
"52","Drink Your Greens Mix Pack","https://treehousebrew.com/shop/p/drink-your-greens-mix-pack",TRUE,4,"Mega Treat",105.2
"53","Drink Your Greens Mix Pack","https://treehousebrew.com/shop/p/drink-your-greens-mix-pack",TRUE,4,"JJJuliusss",105.2
"54","On The Fly Double IPA [12 oz - 6-Pack]","https://treehousebrew.com/shop/p/on-the-fly-double-ipa-12-oz-6-pack",TRUE,1,"On The Fly Double IPA [12 oz - 6-Pack]",22.8
"55","Somewhere Something Milk Stout with Chocolate + Vanilla + Coffee","https://treehousebrew.com/shop/p/somewhere-something-milk-stout-with-chocolate-vanilla-coffee",TRUE,1,"Somewhere Something Milk Stout with Chocolate + Vanilla + Coffee",22.2
"56","Wanderer Unfiltered Helles Lager [4-pack]","https://treehousebrew.com/shop/p/wanderer-helles-lager-4-pack",TRUE,1,"Wanderer Unfiltered Helles Lager [4-pack]",13.2
"57","Tempo Dry-hopped German Pilsner [4-pack]","https://treehousebrew.com/shop/p/tempo-dry-hopped-german-pilsner-4-pack",TRUE,1,"Tempo Dry-hopped German Pilsner [4-pack]",10.2
"58","Brilliant Fruited Double IPA [4-pack]","https://treehousebrew.com/shop/p/brilliant-fruited-double-ipa-4-pack",TRUE,1,"Brilliant Fruited Double IPA [4-pack]",20.2
"59","Brighter Than Starlight Double IPA [4-pack]","https://treehousebrew.com/shop/p/brighter-than-starlight-double-ipa-4-pack",TRUE,1,"Brighter Than Starlight Double IPA [4-pack]",21.2
"60","Permanence Decadent Imperial Milk Stout with Maple + Chocolate + Coffee [500 ML Bottle]","https://treehousebrew.com/shop/p/permanence-decadent-imperial-milk-stout-with-maple-chocolate-coffee",TRUE,1,"Permanence Decadent Imperial Milk Stout with Maple + Chocolate + Coffee [500 ML Bottle]",12
"61","Hold On To Sunshine Milk Stout with Chocolate + Peanut Butter + Coffee [4-pack]","https://treehousebrew.com/shop/p/hold-on-to-sunshine-milk-stout-with-chocolate-peanut-butter-coffee-4-pack",TRUE,1,"Hold On To Sunshine Milk Stout with Chocolate + Peanut Butter + Coffee [4-pack]",21.2
"62","Impermanence Imperial Milk Stout with Chocolate + Maple + Coffee [4-pack]","https://treehousebrew.com/shop/p/impermanence-imperial-milk-stout-with-chocolate-maple-coffee",TRUE,1,"Impermanence Imperial Milk Stout with Chocolate + Maple + Coffee [4-pack]",34.2
"63","Nervous Energy Milk Stout with Maple + Vanilla + Cinnamon [4-pack]","https://treehousebrew.com/shop/p/nervous-energy-milk-stout-with-maple-vanilla-cinnamon-4-pack",TRUE,1,"Nervous Energy Milk Stout with Maple + Vanilla + Cinnamon [4-pack]",21.2
"64","Double Shot Espresso Imperial Coffee Stout with Extra Coffee [4-pack]","https://treehousebrew.com/shop/p/double-shot-espresso-imperial-coffee-stout-with-extra-coffee-4-pack",TRUE,1,"Double Shot Espresso Imperial Coffee Stout with Extra Coffee [4-pack]",34.2
"65","Simple Life Imperial S'mores Milk Stout with Chocolate + Marshmallow + Graham Crackers [4-pack]","https://treehousebrew.com/shop/p/simple-life-imperial-smores-milk-stout-with-chocolate-marshmallow-graham-crackers",TRUE,1,"Simple Life Imperial S'mores Milk Stout with Chocolate + Marshmallow + Graham Crackers [4-pack]",34.2
